,pl_name,# name,ra_x,ra_y,dec_x,dec_y,st_vj,mag_v,pl_bmassj,mass_sini,pl_radj,radius,pl_orbper,orbital_period,pl_orbsmax,semi_major_axis,pl_orbeccen,eccentricity,pl_def_reflink,pl_disc_reflink,checked_coords,min_distance
243,kelt15b,kelt15b,117.41503700000001,117.41666668,-52.120453000000005,-52.120555561,11.189,11.44,1.31,0.91,1.74,1.443,3.32944,3.3294410000000005,,0.046130000000000004,0.0,,"<a refstr=""STASSUN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>","<a refstr=""RODRIGUEZ ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151..138R target=ref>Rodriguez et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 117.415037, -52.120453)>",7777.926466453721
244,kelt16b,kelt16b,314.268494,314.268479168,31.661034,31.660991688499998,11.898,11.9,2.75,2.74,1.415,1.415,0.9689951,0.9689950999999999,0.02044,0.02044,0.0,,"<a refstr=""OBERST ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153...97O target=ref>Oberst et al. 2017</a>","<a refstr=""OBERST ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153...97O target=ref>Oberst et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 314.268494,  31.661034)>",74966.5165657411
245,kelt17b,kelt17b,125.61752299999999,125.61666667600001,13.735319,13.735277794000002,9.286,9.29,1.31,,1.525,1.525,3.0801716,3.0801716,0.04881,0.04881,,,"<a refstr=""ZHOU ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..136Z target=ref>Zhou et al. 2016</a>","<a refstr=""ZHOU ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..136Z target=ref>Zhou et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 125.617523,  13.735319)>",17199.73142088943
246,kelt18b,kelt18b,216.524017,216.525000002,59.444275,59.444166683999995,10.117,10.1,1.18,,1.57,1.57,2.8717518,2.8717517999999997,0.0455,0.0455,0.0,0.0,"<a refstr=""MCLEOD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..263M target=ref>McLeod et al. 2017</a>","<a refstr=""MCLEOD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..263M target=ref>McLeod et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 216.524017,  59.444275)>",226411.02916370786
247,kelt19ab,kelt19ab,111.509499,111.512500001,7.615806,7.615833358,9.885,,4.07,,1.91,1.91,4.6117093,4.6117093,0.0637,,,,"<a refstr=""SIVERD ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AJ....155...35S target=ref>Siverd et al. 2018</a>","<a refstr=""SIVERD ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AJ....155...35S target=ref>Siverd et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 111.509499,  7.615806)>",60210.727898208796
248,kelt20b,kelt20b,294.661407,294.661396263,31.219225,31.2192261175,7.58,7.58,3.382,,1.7409999999999999,1.735,3.4741085,3.4741085,0.0542,0.0542,,,"<a refstr=""LUND ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154..194L target=ref>Lund et al. 2017</a>","<a refstr=""LUND ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154..194L target=ref>Lund et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 294.661407,  31.219225)>",9854.139520136387
249,kelt21b,kelt21b,304.800049,304.800000004,32.581039000000004,32.581111134000004,,10.5,3.91,,1.5859999999999999,1.5859999999999999,3.6127647,3.6127647000000005,0.052239999999999995,0.052239999999999995,0.0,,"<a refstr=""JOHNSON ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155..100J target=ref>Johnson et al. 2018</a>","<a refstr=""JOHNSON ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155..100J target=ref>Johnson et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 304.800049,  32.581039)>",21292.74593252015
250,kelt4ab,kelt4ab,157.062546,157.062545838,25.573189000000003,25.573194461,9.98,,0.902,0.878,1.699,1.706,2.9895932,2.9895932999999997,0.04317,0.043210000000000005,0.0,0.03,"<a refstr=""EASTMAN ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151...45E target=ref>Eastman et al. 2016</a>","<a refstr=""EASTMAN ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151...45E target=ref>Eastman et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 157.062546,  25.573189)>",218062.80038055044
252,kelt8b,kelt8b,283.30551,283.30416667099996,24.12738,24.127500011,10.833,10.83,0.66,0.867,1.62,1.86,3.24406,3.2440599999999997,,0.04571,0.04,0.035,"<a refstr=""STASSUN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>","<a refstr=""FULTON ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...30F target=ref>Fulton et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 283.30551,  24.12738)>",54160.40496235278
253,kic10001893b,kic10001893b,287.389188,287.38919100000004,46.984489,46.984489,,16.0,,,,,0.2197,0.2197,,,,,"<a refstr=""SILVOTTI ET AL. 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A.130S target=ref>Silvotti et al. 2014</a>","<a refstr=""SILVOTTI ET AL. 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A.130S target=ref>Silvotti et al. 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 287.389188,  46.984489)>",757.0721575372568
254,kic10001893d,kic10001893d,287.389188,287.38919100000004,46.984489,46.984489,,16.0,,,,,0.81161,0.81161,,,,,"<a refstr=""SILVOTTI ET AL. 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A.130S target=ref>Silvotti et al. 2014</a>","<a refstr=""SILVOTTI ET AL. 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...570A.130S target=ref>Silvotti et al. 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 287.389188,  46.984489)>",757.0721575372568
255,kic7917485b,kic7917485b,299.434592,299.434583348,43.632622,43.6326111362,13.2,13.2,11.8,,,,840.0,840.0,,2.03,0.15,0.15,"<a refstr=""MURPHY ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..17M target=ref>Murphy et al. 2016</a>","<a refstr=""MURPHY ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..17M target=ref>Murphy et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 299.434592,  43.632622)>",571.0663573791229
256,kps1b,kps1b,165.167404,165.16666668,64.96401999999999,64.963888919,13.033,13.0,1.09,,1.03,1.03,1.706291,1.706291,0.0269,0.0269,0.0,0.0,"<a refstr=""BURDANOV ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018arXiv180405551B target=ref>Burdanov et al. 2018</a>","<a refstr=""BURDANOV ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018arXiv180405551B target=ref>Burdanov et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 165.167404,  64.96402)>",74428.59424830107
264,kepler128b,kepler128b,282.492224,282.4917,43.980213,43.9803,,11.4,0.097,,0.10099999999999999,0.10099999999999999,15.09,15.09,,,,,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 282.492224,  43.980213)>",331.0153139503288
265,kepler128c,kepler128c,282.492224,282.4917,43.980213,43.9803,,11.4,0.105,,0.10099999999999999,0.10099999999999999,22.804,22.804000000000002,,,,,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 282.492224,  43.980213)>",331.0153139503288
269,kepler145b,kepler145b,291.387762,291.3875,44.529106,44.5292,,11.93,0.117,,0.23600000000000002,0.228,22.951,22.95102,,,,0.43,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 291.387762,  44.529106)>",274.90333228398043
270,kepler145c,kepler145c,291.387762,291.3875,44.529106,44.5292,,11.93,0.25,,0.385,0.35,42.882,42.882540000000006,,,,0.11,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 291.387762,  44.529106)>",274.90333228398043
272,kepler1649b,kepler1649b,292.503769,292.50378,41.830421,41.830421,,,,,0.096,0.0964,8.68909,8.68909,0.0514,0.0514,0.0,,"<a refstr=""ANGELO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..162A target=ref>Angelo et al. 2017</a>","<a refstr=""ANGELO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..162A target=ref>Angelo et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 292.503769,  41.830421)>",685.0826740937507
273,kepler1650b,kepler1650b,297.72925499999997,297.72925,42.866898,42.86692,,,,,0.086,0.067,1.53818001,1.5381815280000002,,0.0163,0.01,,"<a refstr=""MANN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..267M target=ref>Mann et al. 2017</a>","<a refstr=""MANN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..267M target=ref>Mann et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 297.729255,  42.866898)>",698.6068248745153
274,kepler1652b,kepler1652b,294.366085,294.36609,49.915058,49.915058,,,,,0.14300000000000002,0.0999,38.09722,38.097237799999995,0.1654,0.1576,,,"<a refstr=""TORRES ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171101267T target=ref>Torres et al. 2017</a>","<a refstr=""TORRES ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171101267T target=ref>Torres et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 294.366085,  49.915058)>",585.8336845244247
277,kepler177b,kepler177b,286.047132,286.0458,45.053207,45.0533,,15.0,0.006,,0.259,0.259,36.855,35.855,,,,,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 286.047132,  45.053207)>",181.8550325731081
278,kepler177c,kepler177c,286.047132,286.0458,45.053207,45.0533,,15.0,0.024,,0.633,0.635,49.412,49.412,,,,,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 286.047132,  45.053207)>",181.8550325731081
287,kepler277b,kepler277b,286.583175,286.5833,39.077209,39.0772,,13.4,0.275,,0.261,0.261,17.324,17.324,,,,,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 286.583175,  39.077209)>",491.5880501037877
288,kepler277c,kepler277c,286.583175,286.5833,39.077209,39.0772,,13.4,0.202,,0.3,0.3,33.006,33.006,,,,,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 286.583175,  39.077209)>",491.5880501037877
295,kepler307b,kepler307b,297.79513199999997,297.7958,40.417703,40.4178,,14.1,0.02341,,0.217,0.217,10.4208,10.415999999999999,,,,,"<a refstr=""JONTOF-HUTTER ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 297.795132,  40.417703)>",900.781349387271
296,kepler307c,kepler307c,297.79513199999997,297.7958,40.417703,40.4178,,14.1,0.01145,,0.196,0.196,13.0729,13.084000000000001,,,,,"<a refstr=""JONTOF-HUTTER ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 297.795132,  40.417703)>",900.781349387271
297,kepler328b,kepler328b,295.80928900000004,288.3125,40.008503000000005,46.7714,,,0.09,,0.205,0.20600000000000002,34.921,34.921,,,,,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 295.809289,  40.008503)>",368.0128066927992
298,kepler328c,kepler328c,295.80928900000004,288.3125,40.008503000000005,46.7714,,,0.124,,0.48200000000000004,0.483,71.312,71.312,,,,,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 295.809289,  40.008503)>",368.0128066927992
302,kepler396b,kepler396b,296.13281800000004,296.1333,48.977402000000005,48.8106,,,0.238,,0.312,0.31,42.994,42.994,,0.36709,,,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 296.132818,  48.977402)>",128.99899450423086
303,kepler396c,kepler396c,296.13281800000004,296.1333,48.977402000000005,48.8106,,,0.056,,0.473,0.47,88.505,88.505,,0.22662,,,"<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<a refstr=""XIE 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 296.132818,  48.977402)>",128.99899450423086
304,kepler408b,kepler408b,284.786175,284.787500003,48.423233,48.423055569,,9.0,0.01573,0.02,0.073,0.073,2.46502,2.56502,,,,,"<a refstr=""MARCY ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>","<a refstr=""MARCY ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 284.786175,  48.423233)>",298.5308304117063
305,kepler409b,kepler409b,293.67919,293.679208348,46.852764,46.852777796999995,,9.439,0.06922,0.0692,0.106,0.106,68.9584,68.9584,,,,,"<a refstr=""MARCY ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>","<a refstr=""MARCY ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 293.67919,  46.852764)>",488.04963254546266
307,kepler418b,kepler418b,294.433512,294.433333348,38.35545,38.355555566999996,,15.0,1.1,,1.2,1.2,86.67856,86.67865,,,0.2,0.2,"<a refstr=""TINGLEY ET AL. 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...567A..14T target=ref> Tingley et al. 2014</a>","<a refstr=""TINGLEY ET AL. 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...567A..14T target=ref> Tingley et al. 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 294.433512,  38.35545)>",543.8013364564804
308,kepler449b,kepler449b,293.732821,293.732833352,41.900828999999995,41.900833352,,11.411,,,0.183,0.1834,12.58242,12.582419999999999,,,0.03,0.03,"<a refstr=""VAN EYLEN & ALBRECHT 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>","<a refstr=""VAN EYLEN & ALBRECHT 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 293.732821,  41.900829)>",124.72589902444675
309,kepler449c,kepler449c,293.732821,293.732833352,41.900828999999995,41.900833352,,11.411,,,0.247,0.2466,33.6727,33.6727,,,0.05,0.05,"<a refstr=""VAN EYLEN & ALBRECHT 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>","<a refstr=""VAN EYLEN & ALBRECHT 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 293.732821,  41.900829)>",124.72589902444675
310,kepler450b,kepler450b,295.486509,295.486500019,51.0135,51.0135000108,,11.684000000000001,,,0.5479999999999999,0.5479999999999999,28.454851,28.454851,,,0.02,0.02,"<a refstr=""VAN EYLEN & ALBRECHT 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>","<a refstr=""VAN EYLEN & ALBRECHT 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 295.486509,  51.0135)>",635.6058217497813
311,kepler450c,kepler450c,295.486509,295.486500019,51.0135,51.0135000108,,11.684000000000001,,,0.23399999999999999,0.23399999999999999,15.413135,15.413135,,,0.02,0.02,"<a refstr=""VAN EYLEN & ALBRECHT 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>","<a refstr=""VAN EYLEN & ALBRECHT 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 295.486509,  51.0135)>",635.6058217497813
312,kepler450d,kepler450d,295.486509,295.486500019,51.0135,51.0135000108,,11.684000000000001,,,0.075,0.0747,7.51464,7.514639999999999,,,0.14,0.14,"<a refstr=""VAN EYLEN & ALBRECHT 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>","<a refstr=""VAN EYLEN & ALBRECHT 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 295.486509,  51.0135)>",635.6058217497813
316,kepler65b,kepler65b,288.6887,288.6875,41.151173,41.151135833299996,,11.017999999999999,,,0.127,0.1257,2.15491,2.1549156000000003,0.035,0.035,,0.02,"<a refstr=""CHAPLIN ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013ApJ...766..101C target=ref> Chaplin et al. 2013 </a>","<a refstr=""CHAPLIN ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013ApJ...766..101C target=ref> Chaplin et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 288.6887,  41.151173)>",365.1044710665667
317,kepler65c,kepler65c,288.6887,288.6875,41.151173,41.151135833299996,,11.017999999999999,,0.084,0.23,0.2294,5.859944,5.8599407999999995,0.068,0.068,,0.08,"<a refstr=""CHAPLIN ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013ApJ...766..101C target=ref> Chaplin et al. 2013 </a>","<a refstr=""CHAPLIN ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013ApJ...766..101C target=ref> Chaplin et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 288.6887,  41.151173)>",365.1044710665667
318,kepler65d,kepler65d,288.6887,288.6875,41.151173,41.151135833299996,,11.017999999999999,,,0.136,0.1344,8.13123,8.131231,0.084,0.084,,0.1,"<a refstr=""CHAPLIN ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013ApJ...766..101C target=ref> Chaplin et al. 2013 </a>","<a refstr=""CHAPLIN ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013ApJ...766..101C target=ref> Chaplin et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 288.6887,  41.151173)>",365.1044710665667
319,kepler66b,kepler66b,293.981569,293.9833,46.687748,46.6878,15.3,15.3,,,0.25,0.25,17.815815,17.815815,0.1352,0.1352,,,"<a refstr=""MEIBOM ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013Natur.499...55M target=ref> Meibom et al. 2013 </a>","<a refstr=""MEIBOM ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013Natur.499...55M target=ref> Meibom et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 293.981569,  46.687748)>",445.5996656367281
320,kepler67b,kepler67b,294.15333599999997,294.1542,46.166438,46.1664,16.4,16.4,,,0.262,0.26,15.7259,15.7259,0.1171,0.1171,,,"<a refstr=""MEIBOM ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013Natur.499...55M target=ref> Meibom et al. 2013 </a>","<a refstr=""MEIBOM ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013Natur.499...55M target=ref> Meibom et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 294.153336,  46.166438)>",730.8713929504304
